job_id,annual_low,annual_mean,annual_high,skills_count,total_employed,bls_annual_mean,bls_annual_median,bls_p10,bls_p90,pce_2023_in_millions,fairness_index,fairness_label,jobs_group_Analyst,jobs_group_Business Analyst,jobs_group_Business Intelligence,jobs_group_CFO,jobs_group_Controller,jobs_group_Data Analyst,jobs_group_Data Engineer,jobs_group_Data Scientist,jobs_group_Finance,jobs_group_Financial Analyst,jobs_group_Operations Analyst,seniority_Junior,seniority_Lead,seniority_Senior,seniority_Unspecified,remote_Hybrid,remote_On-site,remote_Remote,occ_title_Accountants and Auditors,occ_title_Data Scientists,occ_title_Database Architects,occ_title_Financial Managers,occ_title_Financial and Investment Analysts,occ_title_Management Analysts,occ_title_Operations Research Analysts,sector_group_Agrarian,sector_group_Automotive,sector_group_Childcare and Elderly Care,sector_group_Construction,sector_group_Consulting,sector_group_Education,sector_group_Energy and Infrastructure,sector_group_Entertainment,sector_group_Finance,sector_group_Food and Beverage,sector_group_Government,sector_group_Health,sector_group_Human Resources,sector_group_Information Technology,sector_group_Insurance,sector_group_Legal,sector_group_Media Communications,sector_group_Nonprofit Organizations,sector_group_Pet Care,sector_group_Pharmaceuticals and Biotechnology,sector_group_Product Manufacturing,sector_group_Real Estate,sector_group_Religion,sector_group_Research and Development,sector_group_Restaurants and Food Services,sector_group_Sales,sector_group_Tourism and Accommodation,sector_group_Transportation and Logistics,skill_bachelor,skill_office,skill_excel,skill_sql,skill_master,skill_python,skill_cpa,skill_word,skill_powerpoint,skill_tableau,skill_power_bi,skill_access,skill_erp,skill_sap,skill_agile,skill_aws,skill_r,skill_oracle,skill_mba,skill_english,skill_azure,skill_spark,skill_artificial_intelligence,skill_java,skill_salesforce,skill_machine_learning,skill_hadoop,skill_html,skill_phd,skill_cma
job_0a093457314b73cb,100000.0,110000.0,120000.0,2,110430.0,119370.0,99800.0,60060.0,191547.2,2526290.3,0.921504565636257,fair,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
job_66ab8aa538970b69,140000.0,165000.0,190000.0,11,50900.0,106600.0,95760.0,58710.0,171371.2,1595277.8,1.547842401500938,generous,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
job_39bd080e9edb95a2,106720.0,106720.0,106720.0,1,9580.0,93870.0,83620.0,53960.0,136281.6,351524.5,1.1368914456162778,generous,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
job_221ab0d1d8be1ee3,85000.0,95000.0,105000.0,2,110430.0,119370.0,99800.0,60060.0,191547.2,2526290.3,0.7958448521404038,underpaid,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
job_c37a458364811a6f,92000.0,103040.0,114080.0,1,68540.0,95920.0,82390.0,41790.0,161657.6,1361251.4,1.0742285237698082,fair,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
job_ae38bae12293bdba,66000.0,79875.0,93750.0,4,59640.0,126450.0,106100.0,64460.0,206398.4,1248145.3,0.6316725978647687,underpaid,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
job_54359671a56b838e,74300.0,90200.0,106100.0,1,110430.0,119370.0,99800.0,60060.0,191547.2,2526290.3,0.7556337438217308,underpaid,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
job_808f33893d2ec74e,124000.0,139500.0,155000.0,10,20100.0,92150.0,82870.0,66210.0,135054.40000000002,2526290.3,1.5138361367335866,generous,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
job_7e96c881a3752780,75600.0,80300.0,85000.0,3,5980.0,111860.0,99480.0,56430.0,184017.6,1248145.3,0.7178616127301984,underpaid,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
job_94567636180d376c,82400.0,93700.0,105000.0,2,3820.0,96930.0,90160.0,60040.0,146224.0,483803.1,0.9666769833900754,fair,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
job_1a1db009af951560,119600.0,119600.0,119600.0,1,2090.0,97710.0,92400.0,35520.0,148595.19999999998,351524.5,1.224030293726333,generous,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
job_997941d35d556866,36800.0,41400.0,46000.0,5,25100.0,102590.0,87950.0,57590.0,138736.0,1595277.8,0.40354810410371383,underpaid,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
job_7a88cdba017a8c7d,46000.0,50600.0,55200.0,5,2820.0,88050.0,74790.0,45910.0,137363.2,90907.7,0.5746734809767178,underpaid,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
job_775487b3e30de40b,70000.0,90000.0,110000.0,4,20100.0,92150.0,82870.0,66210.0,135054.40000000002,2526290.3,0.9766684753119913,fair,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
job_b38c09470550fd4d,61548.00000000001,100988.4,140428.8,10,50900.0,106600.0,95760.0,58710.0,171371.2,1595277.8,0.947358348968105,fair,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,0,0,0,0,0
job_3c15c20b9ecf9f1e,90783.0,93743.5,96704.0,2,68540.0,95920.0,82390.0,41790.0,161657.6,1361251.4,0.9773092160133444,fair,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
job_4ce56eefc19362d6,49459.0,56266.0,63073.0,3,10370.0,103400.0,83890.0,54280.0,142376.0,322803.9,0.5441586073500967,underpaid,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
job_e829aff00ff122f9,53065.6,57490.8,61916.0,1,960.0,101130.0,99470.0,61370.0,143000.0,374880.1,0.5684841293384753,underpaid,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
job_c123dd5754e72d65,92000.0,105800.0,119600.0,5,49220.0,143330.0,125110.0,77200.0,221873.6,1248145.3,0.7381567013186353,underpaid,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
job_d870ddd760e1e705,80000.0,90000.0,100000.0,3,13160.0,109660.0,99630.0,61440.0,173264.0,310876.1,0.8207185847163961,underpaid,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
job_b7cdf6b41f8ca39c,54483.0,63435.5,72388.0,4,10490.0,104610.0,99990.0,63380.0,159910.4,553487.4,0.6063999617627378,underpaid,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
job_108497fd1c5fd75a,86480.0,89240.0,92000.0,6,110430.0,119370.0,99800.0,60060.0,191547.2,2526290.3,0.7475915221579962,underpaid,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
job_1ca1839d180d0ac9,73600.0,78200.0,82800.0,0,19300.0,122840.0,103770.0,66060.0,182312.0,592882.2,0.6366004558775643,underpaid,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
job_af9660c51b2af358,165600.0,170200.0,174800.0,1,10490.0,104610.0,99990.0,63380.0,159910.4,553487.4,1.6269955071216902,generous,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
job_e04cb2f688f71549,73600.0,78200.0,82800.0,4,3820.0,96930.0,90160.0,60040.0,146224.0,483803.1,0.8067677705560714,underpaid,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
job_cdf072dd0a8620a0,76000.0,95000.0,114000.0,3,49220.0,143330.0,125110.0,77200.0,221873.6,1248145.3,0.6628061117700411,underpaid,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
job_409eba8b61db2a59,46000.0,46000.0,46000.0,4,7750.0,86260.0,78830.0,40520.0,138299.19999999998,1361251.4,0.5332715047530721,underpaid,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
job_619082ae24e0209e,64400.0,73600.0,82800.0,5,3820.0,96930.0,90160.0,60040.0,146224.0,483803.1,0.7593108428763025,underpaid,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
job_f079feae1ad8d849,110400.0,119600.0,128800.0,6,68540.0,95920.0,82390.0,41790.0,161657.6,1361251.4,1.2468723936613846,generous,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
job_38d865f7533ca04f,51520.0,64400.0,77280.0,5,3820.0,96930.0,90160.0,60040.0,146224.0,483803.1,0.6643969875167647,underpaid,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
job_a2ed5371918b87d0,73600.0,78200.0,82800.0,4,3820.0,96930.0,90160.0,60040.0,146224.0,483803.1,0.8067677705560714,underpaid,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
job_36627956496b6695,80150.40000000001,89350.40000000001,98550.4,4,16600.0,97980.0,82900.0,48880.0,149468.8,400704.5,0.9119248826291081,fair,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
job_44d9f78fcbff03cf,110000.0,125000.0,140000.0,1,110430.0,119370.0,99800.0,60060.0,191547.2,2526290.3,1.0471642791321103,fair,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
job_a7720b6ca104431c,55200.0,57040.0,58880.0,1,11250.0,128280.0,103680.0,67880.0,199534.4,592882.2,0.4446523230433427,underpaid,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
job_c4a0242a1fd93b14,85000.0,87500.0,90000.0,7,25540.0,119390.0,108700.0,68390.0,178672.0,472900.0,0.7328922020269705,underpaid,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,1,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
job_198828edf895813b,110000.0,120000.0,130000.0,1,19300.0,122840.0,103770.0,66060.0,182312.0,592882.2,0.9768804949527841,fair,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
job_3b417b93d5a28928,40000.0,47500.0,55000.0,2,5980.0,111860.0,99480.0,56430.0,184017.6,1248145.3,0.42463794028249596,underpaid,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
job_42712d4f5e12614b,50000.0,52500.0,55000.0,4,68540.0,95920.0,82390.0,41790.0,161657.6,1361251.4,0.5473311092577148,underpaid,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
job_7cdf9fe0efd3514a,40000.0,40000.0,40000.0,3,110430.0,119370.0,99800.0,60060.0,191547.2,2526290.3,0.33509256932227527,underpaid,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sj_0802500a04ad42a4,90000.0,92500.0,95000.0,3,7750.0,86260.0,78830.0,40520.0,138299.19999999998,1361251.4,1.0723394389056342,fair,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
