job_id,job_title,jobs_group,seniority,remote,company_clean,company,city,state_x,annual_low,annual_mean,annual_high,bls_occ_code,skills,skills_count,company_co,sector,sector_group,revenue_band,revenue_rank,employee_band,employee_rank,company_score,reviews_count,state_y,state_abbr,occ_title,total_employed,bls_annual_mean,bls_annual_median,bls_p10,bls_p90,state_name,pce_2023_in_millions
sj_1e37379f40861c74,Business Analyst,Business Analyst,Unspecified,On-site,Cybercoders,CyberCoders,Torrington,CT,80000.0,95000.0,110000.0,13-1111,[],0,CyberCoders,Human Resources,Human Resources,L,5.0,M,4.0,3.9,82.0,Connecticut,CT,Management Analysts,"9,570",115530.0,102960.0,64420.0,175156.8,Connecticut,235580.4
job_df29ae66361809be,Business Systems Analyst - Remote Work Opportunity,Business Analyst,Unspecified,Remote,Culinary Institute Of America,Culinary Institute of America,Hyde Park,NY,70000.0,75000.0,80000.0,13-1111,"['Access', 'Office', 'SQL', 'Bachelor', '.NET', 'ERP']",6,Culinary Institute of America,,,,,,,3.7,74.0,New York,NY,Management Analysts,"59,640",126450.0,106100.0,64460.0,206398.4,New York,1248145.3
job_d99cde7d90678e47,Training and placement for Business Analyst,Business Analyst,Unspecified,On-site,Precision Technologies Corp,Precision Technologies Corp,Milltown,NJ,66240.0,69920.0,73600.0,13-1111,"['Excel', 'SQL']",2,precision technologies corp,Software Development,Information Technology,,,,,3.7,7.0,New Jersey,NJ,Management Analysts,"19,300",122840.0,103770.0,66060.0,182312.0,New Jersey,592882.2
job_628abdee3ad81cfc,"Lead Business Analyst, ASC Customer Reporting Solutions- Remote",Financial Analyst,Lead,Remote,Stryker,Stryker,,MI,176800.0,176800.0,176800.0,13-2051,['Bachelor'],1,Stryker,,,,,,,,,Michigan,MI,Financial and Investment Analysts,"7,520",95710.0,83920.0,61040.0,130353.6,Michigan,524045.1
job_7fb39d213f0cd66d,Sr. Analyst-Business Intelligence,Business Intelligence,Senior,Hybrid,Verizon,Verizon,Basking Ridge,NJ,70000.0,99500.0,129000.0,15-2031,"['Excel', 'Tableau', 'SQL', 'Bachelor', 'Python', 'SSAS', 'R', 'VBA', 'SSIS', 'SSRS']",10,Verizon,Telecommunications,Information Technology,XXXL,8.0,XXXL,8.0,3.9,31584.0,New Jersey,NJ,Operations Research Analysts,"3,890",108990.0,102140.0,65400.0,158496.0,New Jersey,592882.2
job_056d613ceddd8edf,Marketing Analyst - North America Business Unit,Business Analyst,Unspecified,Hybrid,Katun,Katun,Minneapolis,MN,55000.0,65000.0,75000.0,13-1111,"['Excel', 'Access', 'Word', 'Office', 'Bachelor', 'PowerPoint', 'ERP']",7,Katun,,,,,,,3.5,11.0,Minnesota,MN,Management Analysts,"20,780",102380.0,92310.0,61110.0,162947.2,Minnesota,324127.6
job_0d285c2257958e56,Analyst-Merchandising Operations,Operations Analyst,Unspecified,On-site,Lowe'S,Lowe's,Mooresville,NC,56400.0,75200.0,94000.0,15-2031,"['PowerPoint', 'Bachelor']",2,Lowe's,Wholesale and Retail Sales,Sales,XXXL,8.0,XXXL,8.0,3.5,52704.0,North Carolina,NC,Operations Research Analysts,"2,270",99020.0,101190.0,61410.0,143769.6,North Carolina,553487.4
job_42b3349f970f0044,Product Owner – Business Intelligence,Business Intelligence,Unspecified,Remote,Forward Air,Forward Air,Irving,TX,110000.0,120000.0,130000.0,15-2031,"['Excel', 'Tableau', 'Word', 'Office', 'SQL', 'Power BI', 'PowerPoint', 'Agile', 'SSRS']",9,Forward Air,Transportation and Logistics,Transportation and Logistics,XL,6.0,XL,6.0,3.1,947.0,Texas,TX,Operations Research Analysts,"11,690",96300.0,86510.0,51970.0,140504.0,Texas,1595277.8
job_110ef4f51d0759fb,Web Commerce Business Analyst,Business Analyst,Unspecified,Hybrid,Eaton,Eaton,Menomonee Falls,WI,101250.0,124875.0,148500.0,13-1111,"['SAP', 'Bachelor']",2,Eaton,Manufacturing,Product Manufacturing,XXXL,8.0,XXXL,8.0,3.7,5161.0,Wisconsin,WI,Management Analysts,"13,160",109660.0,99630.0,61440.0,173264.0,Wisconsin,310876.1
job_8bc0cd172246fbdc,Financial Operations Analyst,Financial Analyst,Unspecified,On-site,Us Assistant Secretary For Housing-Federal Housing...,US Assistant Secretary for Housing-Federal Housing...,Washington,DC,78592.0,100525.5,122459.0,13-2051,"['Excel', 'Word', 'Office', 'Bachelor', 'SSIS']",5,US Assistant Secretary for Housing-Federal Housing...,,,,,,,,,District of Columbia,DC,Financial and Investment Analysts,"3,710",115620.0,102890.0,65750.0,176883.2,District of Columbia,62490.4
job_0a093457314b73cb,Business Systems Analyst (REMOTE-US),Business Analyst,Unspecified,Remote,Ambry Genetics Corporation,Ambry Genetics Corporation,Aliso Viejo,CA,100000.0,110000.0,120000.0,13-1111,"['Jira', 'Bachelor']",2,Ambry Genetics Corporation,Pharmaceuticals and Biotechnology,Pharmaceuticals and Biotechnology,,,L,5.0,3.3,68.0,California,CA,Management Analysts,"110,430",119370.0,99800.0,60060.0,191547.2,California,2526290.3
job_66ab8aa538970b69,Business/Enterprise Analyst,Business Analyst,Unspecified,On-site,Noble Healthcare,NOBLE HEALTHCARE,Houston,TX,140000.0,165000.0,190000.0,13-1111,"['Tableau', 'Matlab', 'SQL', 'Power BI', 'Oracle', 'Bachelor', 'Python', 'R', 'Sisense', 'Hadoop', 'Qlik']",11,NOBLE HEALTHCARE,Healthcare,Health,,,,,3.6,5.0,Texas,TX,Management Analysts,"50,900",106600.0,95760.0,58710.0,171371.2,Texas,1595277.8
job_39bd080e9edb95a2,Senior Business Analyst,Business Analyst,Senior,Remote,Xyber It,Xyber IT,Nashville,TN,106720.0,106720.0,106720.0,13-1111,['Bachelor'],1,Xyber IT,IT Support,Information Technology,,,,,,,Tennessee,TN,Management Analysts,"9,580",93870.0,83620.0,53960.0,136281.6,Tennessee,351524.5
job_221ab0d1d8be1ee3,SAP Business One Analyst,Business Analyst,Unspecified,On-site,Epc Power Corp.,EPC POWER CORP.,Poway,CA,85000.0,95000.0,105000.0,13-1111,"['SAP', 'Bachelor']",2,EPC POWER CORP.,Electronic Product Manufacturing,Product Manufacturing,XXS,1.0,XS,2.0,,,California,CA,Management Analysts,"110,430",119370.0,99800.0,60060.0,191547.2,California,2526290.3
job_c37a458364811a6f,Business Analysis - Business Analyst - Advanced,Business Analyst,Unspecified,Hybrid,Pinnacle Technical Resources,Pinnacle Technical Resources,Tampa,FL,92000.0,103040.0,114080.0,13-1111,['Office'],1,Pinnacle Technical Resources,Human Resources,Human Resources,XXS,1.0,XS,2.0,3.5,107.0,Florida,FL,Management Analysts,"68,540",95920.0,82390.0,41790.0,161657.6,Florida,1361251.4
job_ae38bae12293bdba,Business Analyst,Business Analyst,Unspecified,On-site,Community Blood Center Of Greater Kansas City,Community Blood Center of Greater Kansas City,New York,NY,66000.0,79875.0,93750.0,13-1111,"['Excel', 'Tableau', 'SQL', 'Bachelor']",4,Community Blood Center of Greater Kansas City,Healthcare,Health,S,3.0,M,4.0,3.3,48.0,New York,NY,Management Analysts,"59,640",126450.0,106100.0,64460.0,206398.4,New York,1248145.3
job_54359671a56b838e,"Senior Data/Business Analyst - Hybrid - Roseville, CA",Business Analyst,Senior,Hybrid,Gainwell Technologies Llc,Gainwell Technologies LLC,Roseville,CA,74300.0,90200.0,106100.0,13-1111,['SQL'],1,Gainwell Technologies LLC,IT Support,Information Technology,,,XXXL,8.0,2.7,143.0,California,CA,Management Analysts,"110,430",119370.0,99800.0,60060.0,191547.2,California,2526290.3
job_808f33893d2ec74e,Manager Business Intelligence,Business Intelligence,Lead,Remote,Paramount+,Paramount+,Los Angeles,CA,124000.0,139500.0,155000.0,15-2031,"['Excel', 'Salesforce', 'Tableau', 'Google Cloud', 'Office', 'SQL', 'Bachelor', 'Python', 'Looker', 'R']",10,Paramount+,Audiovisual and Media Communications,Media Communications,XL,6.0,XXL,7.0,3.9,1998.0,California,CA,Operations Research Analysts,"20,100",92150.0,82870.0,66210.0,135054.40000000002,California,2526290.3
job_7e96c881a3752780,Lead GIS Operations Analyst,Operations Analyst,Lead,Hybrid,Ny State Electric & Gas C,NY STATE ELECTRIC & GAS C,Binghamton,NY,75600.0,80300.0,85000.0,15-2031,"['Master', 'SAP', 'Bachelor']",3,NY STATE ELECTRIC & GAS C,,,,,,,,,New York,NY,Operations Research Analysts,"5,980",111860.0,99480.0,56430.0,184017.6,New York,1248145.3
job_94567636180d376c,Sales Development Operations Analyst,Operations Analyst,Unspecified,Hybrid,Zoominfo Technologies Llc,ZoomInfo Technologies LLC,Waltham,MA,82400.0,93700.0,105000.0,15-2031,"['Tableau', 'Salesforce']",2,ZoomInfo Technologies LLC,Software Development,Information Technology,,,XL,6.0,3.8,53.0,Massachusetts,MA,Operations Research Analysts,"3,820",96930.0,90160.0,60040.0,146224.0,Massachusetts,483803.1
job_1a1db009af951560,Business Data Analyst,Data Analyst,Unspecified,On-site,Prospect Infosystem,Prospect Infosystem,Nashville,TN,119600.0,119600.0,119600.0,15-2051,['SQL'],1,Prospect Infosystem,IT Support,Information Technology,,,,,,,Tennessee,TN,Data Scientists,"2,090",97710.0,92400.0,35520.0,148595.19999999998,Tennessee,351524.5
job_997941d35d556866,Part Time Financial Services Operations Analyst,Financial Analyst,Unspecified,Remote,Fusion Capital Management,Fusion Capital Management,Coppell,TX,36800.0,41400.0,46000.0,13-2051,"['Excel', 'Access', 'Salesforce', 'Word', 'Office']",5,Fusion Capital Management,,,,,,,4.0,1.0,Texas,TX,Financial and Investment Analysts,"25,100",102590.0,87950.0,57590.0,138736.0,Texas,1595277.8
job_7a88cdba017a8c7d,ResWare Business Analyst – Part Time,Business Analyst,Unspecified,On-site,Nextitle,NexTitle,,ID,46000.0,50600.0,55200.0,13-1111,"['Excel', 'Word', 'Office', 'SQL', 'PowerPoint']",5,NexTitle,Insurance Companies and Investment Societies,Insurance,,,M,4.0,3.6,25.0,Idaho,ID,Management Analysts,"2,820",88050.0,74790.0,45910.0,137363.2,Idaho,90907.7
job_775487b3e30de40b,"Procurement Analyst, Cloud Operations",Operations Analyst,Unspecified,Hybrid,Zscaler,Zscaler,San Jose,CA,70000.0,90000.0,110000.0,15-2031,"['Tableau', 'Jira', 'Agile', 'Office']",4,Zscaler,Information Technology,Information Technology,S,3.0,L,5.0,3.7,38.0,California,CA,Operations Research Analysts,"20,100",92150.0,82870.0,66210.0,135054.40000000002,California,2526290.3
job_b38c09470550fd4d,Senior Technical Business Analyst,Business Analyst,Senior,On-site,Nextgen Information Services,NextGen Information Services,Austin,TX,61548.00000000001,100988.4,140428.8,13-1111,"['Salesforce', 'Office', 'SQL', 'Java', 'Oracle', 'Bachelor', '.NET', 'SSIS', 'Azure', 'English']",10,NextGen Information Services,Information Technology,Information Technology,S,3.0,M,4.0,3.9,16.0,Texas,TX,Management Analysts,"50,900",106600.0,95760.0,58710.0,171371.2,Texas,1595277.8
job_3c15c20b9ecf9f1e,IT Business Analyst II,Business Analyst,Unspecified,Hybrid,Space Coast Credit Union,Space Coast Credit Union,Melbourne,FL,90783.0,93743.5,96704.0,13-1111,"['Agile', 'Bachelor']",2,Space Coast Credit Union,Banking and Credit Services,Finance,XXL,7.0,L,5.0,3.2,158.0,Florida,FL,Management Analysts,"68,540",95920.0,82390.0,41790.0,161657.6,Florida,1361251.4
job_4ce56eefc19362d6,Business Analyst #5-A-256,Business Analyst,Unspecified,On-site,State Of Missouri,State of Missouri,Jefferson City,MO,49459.0,56266.0,63073.0,13-1111,"['Azure', 'Agile', 'Office']",3,State of Missouri,Government and Public Administration,Government,,,XL,6.0,3.3,652.0,Missouri,MO,Management Analysts,"10,370",103400.0,83890.0,54280.0,142376.0,Missouri,322803.9
job_e829aff00ff122f9,Loan Agency Payments Team Operations Analyst I,Operations Analyst,Unspecified,Hybrid,Srs Acquiom,SRS Acquiom,Denver,CO,53065.6,57490.8,61916.0,15-2031,['Bachelor'],1,SRS Acquiom,Financial Transaction Processing,Finance,S,3.0,M,4.0,2.4,5.0,Colorado,CO,Operations Research Analysts,960,101130.0,99470.0,61370.0,143000.0,Colorado,374880.1
job_c123dd5754e72d65,hit paragon analyst (fully remote),Analyst,Unspecified,Remote,Randstad,Randstad,Rochester,NY,92000.0,105800.0,119600.0,13-1111,"['Excel', 'Tableau', 'SQL', 'Bachelor', 'SSRS']",5,Randstad,Human Resources,Human Resources,L,5.0,XL,6.0,3.7,17851.0,New York,NY,Management Analysts,"59,640",126450.0,106100.0,64460.0,206398.4,New York,1248145.3
job_d870ddd760e1e705,SAP Business Analyst PTP,Business Analyst,Unspecified,On-site,"Prolec-Ge Waukesha, Inc","Prolec-GE Waukesha, Inc",Waukesha,WI,80000.0,90000.0,100000.0,13-1111,"['SAP', 'ERP', 'Bachelor']",3,"Prolec-GE Waukesha, Inc",,,,,,,,,Wisconsin,WI,Management Analysts,"13,160",109660.0,99630.0,61440.0,173264.0,Wisconsin,310876.1
job_b7cdf6b41f8ca39c,Field Operations Reporting Analyst,Financial Analyst,Unspecified,On-site,Victra,Victra,Raleigh,NC,54483.0,63435.5,72388.0,13-2051,"['Excel', 'PowerPoint', 'Word', 'Office']",4,Victra,Telecommunications,Information Technology,XL,6.0,XXL,7.0,2.7,1574.0,North Carolina,NC,Financial and Investment Analysts,"10,490",104610.0,99990.0,63380.0,159910.4,North Carolina,553487.4
job_108497fd1c5fd75a,Salesforce Business Analyst/trackwise,Business Analyst,Unspecified,On-site,Deltacubes Technologies,Deltacubes Technologies,San Jose,CA,86480.0,89240.0,92000.0,13-1111,"['Excel', 'Salesforce', 'Power BI', 'Bachelor', 'PowerPoint', 'Agile']",6,Deltacubes Technologies,Information Technology,Information Technology,,,,,,,California,CA,Management Analysts,"110,430",119370.0,99800.0,60060.0,191547.2,California,2526290.3
job_1ca1839d180d0ac9,BA Internal Audit,Business Analyst,Unspecified,On-site,Eteam Inc.,eTeam Inc.,Jersey City,NJ,73600.0,78200.0,82800.0,13-1111,[],0,eTeam Inc.,Staffing and Outsourcing,Human Resources,XS,2.0,S,3.0,3.3,3.0,New Jersey,NJ,Management Analysts,"19,300",122840.0,103770.0,66060.0,182312.0,New Jersey,592882.2
job_af9660c51b2af358,SAP Central Finance with FICO Exp,Financial Analyst,Unspecified,On-site,Mygo Consulting,Mygo Consulting,Charlotte,NC,165600.0,170200.0,174800.0,13-2051,['SAP'],1,Mygo Consulting,,,,,S,3.0,,,North Carolina,NC,Financial and Investment Analysts,"10,490",104610.0,99990.0,63380.0,159910.4,North Carolina,553487.4
job_e04cb2f688f71549,Sales Operations Analyst,Operations Analyst,Unspecified,On-site,V-Tech Solutions,V-Tech Solutions,Chelmsford,MA,73600.0,78200.0,82800.0,15-2031,"['Oracle', 'Salesforce', 'ERP', 'Bachelor']",4,V-Tech Solutions,Information Technology,Information Technology,,,,,4.0,11.0,Massachusetts,MA,Operations Research Analysts,"3,820",96930.0,90160.0,60040.0,146224.0,Massachusetts,483803.1
job_cdf072dd0a8620a0,Business Financial Analyst,Financial Analyst,Unspecified,On-site,Mini-Circuits,Mini-Circuits,Brooklyn,NY,76000.0,95000.0,114000.0,13-2051,"['Excel', 'Office', 'Bachelor']",3,Mini-Circuits,Electronic Product Manufacturing,Product Manufacturing,,,,,3.1,38.0,New York,NY,Financial and Investment Analysts,"49,220",143330.0,125110.0,77200.0,221873.6,New York,1248145.3
job_409eba8b61db2a59,P2P Operations Analyst,Operations Analyst,Unspecified,On-site,Radiant Systems Inc,Radiant Systems Inc,Sunrise,FL,46000.0,46000.0,46000.0,15-2031,"['Excel', 'SAP', 'ERP', 'Bachelor']",4,Radiant Systems Inc,Human Resources,Human Resources,,,L,5.0,3.8,16.0,Florida,FL,Operations Research Analysts,"7,750",86260.0,78830.0,40520.0,138299.19999999998,Florida,1361251.4
job_619082ae24e0209e,Sales Operations Analyst,Operations Analyst,Unspecified,Hybrid,Jvt Advisors,JVT Advisors,Chelmsford,MA,64400.0,73600.0,82800.0,15-2031,"['Salesforce', 'Bachelor', 'Oracle', 'ERP', 'Master']",5,JVT Advisors,IT Support,Information Technology,XXS,1.0,XS,2.0,3.8,17.0,Massachusetts,MA,Operations Research Analysts,"3,820",96930.0,90160.0,60040.0,146224.0,Massachusetts,483803.1
job_f079feae1ad8d849,"business analyst - applications development, agile, microsoft",Business Analyst,Unspecified,On-site,Randstad,Randstad,Tallahassee,FL,110400.0,119600.0,128800.0,13-1111,"['Office', 'SQL', 'Bachelor', 'Azure', 'Agile', 'Master']",6,Randstad,Human Resources,Human Resources,L,5.0,XL,6.0,3.7,17851.0,Florida,FL,Management Analysts,"68,540",95920.0,82390.0,41790.0,161657.6,Florida,1361251.4
job_38d865f7533ca04f,Sales Operations Analyst,Operations Analyst,Unspecified,Hybrid,Samson Software Solution,Samson Software Solution,Chelmsford,MA,51520.0,64400.0,77280.0,15-2031,"['Salesforce', 'Bachelor', 'Oracle', 'ERP', 'Master']",5,Samson Software Solution,,,,,,,4.0,1.0,Massachusetts,MA,Operations Research Analysts,"3,820",96930.0,90160.0,60040.0,146224.0,Massachusetts,483803.1
job_a2ed5371918b87d0,Sales Operations Analyst,Operations Analyst,Unspecified,On-site,Jvt Advisors,JVT Advisors,Chelmsford,MA,73600.0,78200.0,82800.0,15-2031,"['Oracle', 'Salesforce', 'ERP', 'Bachelor']",4,JVT Advisors,IT Support,Information Technology,XXS,1.0,XS,2.0,3.8,17.0,Massachusetts,MA,Operations Research Analysts,"3,820",96930.0,90160.0,60040.0,146224.0,Massachusetts,483803.1
job_36627956496b6695,business analyst,Business Analyst,Unspecified,On-site,Randstad,Randstad,Chandler,AZ,80150.40000000001,89350.40000000001,98550.4,13-1111,"['Access', 'Office', 'SQL', 'Bachelor']",4,Randstad,Human Resources,Human Resources,L,5.0,XL,6.0,3.7,17851.0,Arizona,AZ,Management Analysts,"16,600",97980.0,82900.0,48880.0,149468.8,Arizona,400704.5
job_44d9f78fcbff03cf,Business Analyst,Business Analyst,Unspecified,On-site,Technossus,Technossus,Long Beach,CA,110000.0,125000.0,140000.0,13-1111,['Bachelor'],1,Technossus,,,,,,,3.5,2.0,California,CA,Management Analysts,"110,430",119370.0,99800.0,60060.0,191547.2,California,2526290.3
job_a7720b6ca104431c,General Administrator (Benefits Analyst),Analyst,Unspecified,On-site,Tekwissengroup,TekwissenGroup,Hoboken,NJ,55200.0,57040.0,58880.0,13-1111,['Office'],1,TekwissenGroup,Manufacturing,Product Manufacturing,,,,,,,New Jersey,NJ,Management Analysts,"19,300",122840.0,103770.0,66060.0,182312.0,New Jersey,592882.2
job_c4a0242a1fd93b14,Business Operations Analyst,Business Analyst,Unspecified,Remote,Temco Logistics,Temco Logistics,Marysville,WA,85000.0,87500.0,90000.0,13-1111,"['Excel', 'Tableau', 'MBA', 'SQL', 'Power BI', 'Bachelor', 'Python']",7,Temco Logistics,Transportation and Logistics,Transportation and Logistics,XXXS,0.0,XL,6.0,4.0,336.0,Washington,WA,Management Analysts,"25,540",119390.0,108700.0,68390.0,178672.0,Washington,472900.0
job_198828edf895813b,sr. insurance business consultants - actuarial exp. - asa,Business Analyst,Senior,On-site,Randstad,Randstad,Iselin,NJ,110000.0,120000.0,130000.0,13-1111,['Bachelor'],1,Randstad,Human Resources,Human Resources,L,5.0,XL,6.0,3.7,17851.0,New Jersey,NJ,Management Analysts,"19,300",122840.0,103770.0,66060.0,182312.0,New Jersey,592882.2
job_3b417b93d5a28928,Operations Assistant Manager,Operations Analyst,Lead,On-site,"Nazaire Group, Llc","Nazaire Group, LLC",Mineola,NY,40000.0,47500.0,55000.0,15-2031,"['Office', 'Bachelor']",2,"Nazaire Group, LLC",,,,,,,,,New York,NY,Operations Research Analysts,"5,980",111860.0,99480.0,56430.0,184017.6,New York,1248145.3
job_42712d4f5e12614b,Business Development Analyst,Business Analyst,Unspecified,On-site,Emergency Care Partners,Emergency Care Partners,Pensacola,FL,50000.0,52500.0,55000.0,13-1111,"['Excel', 'Salesforce', 'Dynamics 365', 'Bachelor']",4,Emergency Care Partners,,,,,,,,,Florida,FL,Management Analysts,"68,540",95920.0,82390.0,41790.0,161657.6,Florida,1361251.4
job_7cdf9fe0efd3514a,Business Analyst,Business Analyst,Unspecified,On-site,Ideal Program Services.Org,IDEAL PROGRAM SERVICES.ORG,Los Angeles,CA,40000.0,40000.0,40000.0,13-1111,"['Excel', 'SQL', 'Bachelor']",3,IDEAL PROGRAM SERVICES.ORG,,,,,,,4.0,4.0,California,CA,Management Analysts,"110,430",119370.0,99800.0,60060.0,191547.2,California,2526290.3
sj_0802500a04ad42a4,Senior Business Intelligence Analyst,Business Intelligence,Senior,Remote,Find Great People,Find Great People,Orlando,FL,90000.0,92500.0,95000.0,15-2031,"['Power BI', 'SQL', 'Bachelor']",3,Find Great People,Human Resources,Human Resources,S,3.0,S,3.0,4.4,20.0,Florida,FL,Operations Research Analysts,"7,750",86260.0,78830.0,40520.0,138299.19999999998,Florida,1361251.4
job_543c75522856787f,Lead Analyst New Business,Business Analyst,Lead,Remote,Empower,Empower,Greenwood Village,CO,64900.0,78287.5,91675.0,13-1111,['Salesforce'],1,Empower,Information Technology,Information Technology,S,3.0,S,3.0,3.6,48.0,Colorado,CO,Management Analysts,"13,130",105670.0,94750.0,54180.0,166920.0,Colorado,374880.1
job_d1c774713f275a6c,Senior Financial Analyst TWDC Ad Sales Finance - ABC,Financial Analyst,Senior,On-site,Disney Entertainment,Disney Entertainment,New York,NY,104300.0,117300.0,130300.0,13-2051,"['Excel', 'Master', 'Bachelor']",3,Disney Entertainment,Audiovisual and Media Communications,Media Communications,XXXL,8.0,XXXL,8.0,4.1,4452.0,New York,NY,Financial and Investment Analysts,"49,220",143330.0,125110.0,77200.0,221873.6,New York,1248145.3
job_96fecb78a308f5e5,"Sr Analyst, Business",Business Analyst,Senior,On-site,Molina Healthcare,Molina Healthcare,Long Beach,CA,54923.0,81011.0,107099.0,13-1111,['Bachelor'],1,Molina Healthcare,Insurance Companies,Insurance,XXXL,8.0,XXXL,8.0,3.2,1671.0,California,CA,Management Analysts,"110,430",119370.0,99800.0,60060.0,191547.2,California,2526290.3
job_80de5dac0e98165f,Budget Analyst (Remote - United States),Financial Analyst,Unspecified,Remote,Etr,ETR,New York,NY,70900.0,74850.0,78800.0,13-2051,"['Excel', 'Word', 'Office', 'Bachelor', 'PowerPoint']",5,ETR,Metal and Mineral Manufacturing,Product Manufacturing,,,,,3.0,4.0,New York,NY,Financial and Investment Analysts,"49,220",143330.0,125110.0,77200.0,221873.6,New York,1248145.3
job_cbcab31c653ceadd,Business Systems Analyst,Business Analyst,Unspecified,On-site,Us Legal Groups,US Legal Groups,Albuquerque,NM,60000.0,65000.0,70000.0,13-1111,[],0,US Legal Groups,,,,,,,,,New Mexico,NM,Management Analysts,"3,090",85070.0,81620.0,53080.0,124072.0,New Mexico,97420.9
job_cfd36dbbf70f8c5c,OPERATIONS ANALYST II - 60007037,Operations Analyst,Unspecified,On-site,Florida Department Of Children & Families,Florida Department of Children & Families,Chattahoochee,FL,34289.0,44644.5,55000.0,15-2031,"['Excel', 'Office']",2,Florida Department of Children & Families,Government and Public Administration,Government,,,XXXL,8.0,3.2,314.0,Florida,FL,Operations Research Analysts,"7,750",86260.0,78830.0,40520.0,138299.19999999998,Florida,1361251.4
job_c9e6fc38547ff9e9,MANAGEMENT OPERATIONS ANALYST I,Operations Analyst,Unspecified,Remote,State Of Illinois,State of Illinois,Springfield,IL,62172.0,77070.0,91968.0,15-2031,['Office'],1,State of Illinois,Government and Public Administration,Government,,,XS,2.0,3.7,630.0,Illinois,IL,Operations Research Analysts,"5,320",106300.0,101880.0,64670.0,161657.6,Illinois,732059.2
job_68ab8caacfa3a4ef,AVP Technology Application Manager/Business Analyst – SaaS (hybrid),Business Analyst,Lead,Hybrid,Citi,Citi,Tampa,FL,93760.0,117200.0,140640.0,13-1111,"['Access', 'Bachelor']",2,Citi,Finance,Finance,XXXL,8.0,XXXL,8.0,3.9,19308.0,Florida,FL,Management Analysts,"68,540",95920.0,82390.0,41790.0,161657.6,Florida,1361251.4
job_f34c6cfebd82ff6f,Data Analyst (Business Analyst 2),Data Analyst,Unspecified,Remote,Commonwealth Of Pa,Commonwealth of PA,Dauphin County,PA,54181.0,68284.0,82387.0,15-2051,[],0,Commonwealth of PA,,,,,,,,,Pennsylvania,PA,Data Scientists,"7,490",102370.0,97260.0,52780.0,160264.0,Pennsylvania,738929.8
job_2c55562e97c39916,"DC SOC Security Analyst II, AWS Security Operations Center (SOC)",Operations Analyst,Unspecified,On-site,"Amazon Web Services, Inc.","Amazon Web Services, Inc.",Seattle,WA,118100.0,118100.0,118100.0,15-2031,"['Bachelor', 'AWS']",2,"Amazon Web Services, Inc.",Information Technology,Information Technology,,,,,3.3,213.0,Washington,WA,Operations Research Analysts,"2,950",102840.0,93740.0,64170.0,153379.19999999998,Washington,472900.0
job_b794c0a343de071d,Automation Business Analyst,Business Analyst,Unspecified,Remote,Uipath,UiPath,Denver,CO,82500.0,103125.0,123750.0,13-1111,['Bachelor'],1,UiPath,Information Technology,Information Technology,,,L,5.0,3.1,18.0,Colorado,CO,Management Analysts,"13,130",105670.0,94750.0,54180.0,166920.0,Colorado,374880.1
job_749a24b3d8fe4823,Business Systems Analyst III,Business Analyst,Unspecified,On-site,Glidewell Dental,Glidewell Dental,Irvine,CA,80000.0,90000.0,100000.0,13-1111,"['Agile', 'Bachelor']",2,Glidewell Dental,Healthcare,Health,M,4.0,XL,6.0,3.3,339.0,California,CA,Management Analysts,"110,430",119370.0,99800.0,60060.0,191547.2,California,2526290.3
job_d643871ca24b4497,Business Banking Relationship Analyst,Business Analyst,Unspecified,Hybrid,U.S. Bank National Association,U.S. Bank National Association,Springfield,MO,72420.0,83070.0,93720.0,13-1111,['Bachelor'],1,U.S. Bank National Association,Banking and Credit Services,Finance,XXXL,8.0,XXXL,8.0,3.6,10506.0,Missouri,MO,Management Analysts,"10,370",103400.0,83890.0,54280.0,142376.0,Missouri,322803.9
job_19985245c401c8ac,SENIOR BUSINESS SYSTEMS ANALYST,Business Analyst,Senior,On-site,"Clark County, Nv","Clark County, NV",Las Vegas,NV,63204.0,80619.6,98035.2,13-1111,"['Office', 'Bachelor']",2,"Clark County, NV",Government and Public Administration,Government,,,,,4.1,45.0,Nevada,NV,Management Analysts,"3,770",93930.0,82360.0,51950.0,140358.4,Nevada,172657.6
job_2e30b6237890f31b,"Spark Trust and Safety Specialist, Analyst II, Operations, Ecomm",Operations Analyst,Unspecified,On-site,Walmart,Walmart,Hoboken,NJ,61500.0,82000.0,102500.0,15-2031,"['Spark', 'Master', 'English', 'Bachelor']",4,Walmart,Wholesale and Retail Sales,Sales,XXXL,8.0,XXXL,8.0,3.4,247915.0,New Jersey,NJ,Operations Research Analysts,"3,890",108990.0,102140.0,65400.0,158496.0,New Jersey,592882.2
job_cdb71b438c433557,Senior Business System Analyst,Business Analyst,Senior,Remote,Verathon,Verathon,Bothell,WA,117000.0,132000.0,147000.0,13-1111,"['Excel', 'SQL', 'Bachelor', 'English', 'Agile', 'ERP', 'Master']",7,Verathon,Healthcare,Health,,,L,5.0,3.9,18.0,Washington,WA,Management Analysts,"25,540",119390.0,108700.0,68390.0,178672.0,Washington,472900.0
job_8d496047789fbec1,Financial Management Systems Business Analyst,Business Analyst,Unspecified,On-site,Washington State University,Washington State University,Pullman,WA,54108.0,67632.0,81156.0,13-1111,"['Master', 'ERP', 'Bachelor']",3,Washington State University,Education,Education,L,5.0,XXL,7.0,4.2,682.0,Washington,WA,Management Analysts,"25,540",119390.0,108700.0,68390.0,178672.0,Washington,472900.0
